x,y,z
-0.043687,-2.208405,0.660386
2.556255,-0.062612,1.729424
2.556454,-0.049659,1.729568
2.555708,-0.088513,1.729052
2.556005,-0.075563,1.729252
-0.037802,-0.138654,0.199807
-0.037708,-0.139693,0.199889
-0.038105,-0.139652,0.200352
-0.038501,-0.139607,0.200815
0.460923,1.289574,1.628484
0.442802,1.291406,1.622864
0.4464,1.289574,1.633154
-0.04401,1.159946,0.207852
-0.043875,1.159887,0.202793
-0.043741,1.157946,0.206945
-0.044282,1.158946,0.208901
-0.044266,1.158887,0.203844
0.039605,-0.338465,0.28258
0.038734,-0.341684,0.282189
0.036758,-0.337745,0.282717
0.036197,-0.34293,0.282444
-0.208311,1.284571,-0.145601
-0.211186,1.287481,-0.15217
-0.214202,1.280834,-0.147914
0.957707,0.126182,-0.235138
0.934618,0.123699,-0.23507
0.935525,0.11463,-0.235579
0.935081,0.119165,-0.235329
-0.017483,0.133595,0.173856
-0.018216,0.130425,0.173823
-0.018624,0.130193,0.173333
-0.018228,0.13129,0.173388
0.585951,-0.667454,1.623004
0.54781,-0.666787,1.656167
0.539106,-0.666381,1.67823
0.542508,-0.66757,1.602777
-0.012931,-0.107996,0.180258
-0.013375,-0.108985,0.180375
-0.013274,-0.108936,0.180208
-0.013612,-0.107931,0.180308
-0.01371,-0.108951,0.180398
0.659949,0.496663,-0.122185
0.663644,0.490167,-0.124396
0.661802,0.49342,-0.123295
0.651667,0.494858,-0.117268
0.076271,-0.335624,0.312535
0.075889,-0.337545,0.309649
0.075007,-0.336112,0.311794
0.073741,-0.336594,0.311052
0.046696,-0.106227,0.163738
0.046553,-0.105964,0.163126
0.048577,-0.10857,0.163223
0.043621,-0.102744,0.163329
-0.037198,-0.126351,0.197123
-0.036884,-0.129278,0.196144
-0.037536,-0.128283,0.197242
2.029248,-0.666715,1.672992
1.953096,-0.668154,1.712597
1.885601,-0.667646,1.662764
-0.226504,1.158005,0.577076
-0.224793,1.155221,0.583666
-0.228743,1.156159,0.581601
0.256977,0.840379,0.464033
0.259271,0.800236,0.461196
0.255235,0.825025,0.462709
0.253588,0.79108,0.461409
0.268414,0.443484,0.422828
0.268602,0.435793,0.422918
0.267996,0.438838,0.422578
0.455491,0.697557,0.373424
0.455369,0.678159,0.373355
0.455258,0.703774,0.373381
0.45498,0.710002,0.373327
1.013724,1.277952,0.28787
0.996387,1.278876,0.287473
0.986518,1.277679,0.287244
-0.500576,0.736512,1.57398
-0.501583,0.730209,1.577018
-0.502581,0.723892,1.580029
-0.109659,-2.288436,0.186915
-0.110482,-2.284441,0.190454
-0.110208,-2.28544,0.189283
0.589862,1.205349,2.241544
0.567627,1.178124,2.242437
0.568089,1.154936,2.243799
0.590003,1.133235,2.241512
0.521985,1.184318,2.243979
0.498688,1.191934,2.241823
0.522117,1.136677,2.244094
0.499129,1.156813,2.243191
0.521697,1.147712,2.242681
0.499039,1.132855,2.242671
-0.29362,1.212346,0.336088
-0.293678,1.207504,0.332529
-0.297915,1.212858,0.330445
-0.296193,1.203739,0.343582
-0.298084,1.208986,0.327078
-0.252671,-0.405405,0.313411
-0.260248,-0.4052,0.314347
-0.256623,-0.405073,0.309178
-0.489663,0.908628,0.442636
-0.489507,0.88009,0.435818
-0.490289,0.907923,0.448789
-0.490057,0.905183,0.436807
-0.250973,0.580686,-0.2468
-0.257491,0.57985,-0.247657
-0.263361,0.572261,-0.24702
-0.42185,1.279885,0.165042
-0.427896,1.279923,0.163598
-0.429249,1.278027,0.181586
-0.433637,1.278984,0.162225
-0.433006,1.278984,0.157672
0.377899,0.511901,0.385335
0.37657,0.519391,0.384928
0.375766,0.513686,0.38466
0.374397,0.281017,0.406205
0.3759,0.276823,0.406761
0.374764,0.278643,0.406338
0.373244,0.282829,0.405776
0.372854,0.285203,0.405634
-0.489323,1.041331,0.366332
-0.48946,1.018959,0.366315
-0.490073,1.055986,0.362296
-0.489738,1.017012,0.355186
0.754776,1.185575,0.329403
0.74213,1.177073,0.3283
0.744283,1.178761,0.320686
0.0837,-0.336594,0.301991
0.082075,-0.336117,0.301276
0.080732,-0.336584,0.300684
0.708317,0.517809,-0.076036
0.710743,0.524529,-0.077199
0.694879,0.505494,-0.060851
-0.005198,-0.11601,0.175862
-0.006456,-0.117001,0.175985
-0.005994,-0.117001,0.17592
2.422842,-0.122332,1.720173
2.423264,-0.109898,1.720455
2.421925,-0.097394,1.719681
-0.367756,-2.212409,0.377789
-0.370914,-2.219298,0.373472
-0.362739,-2.218066,0.366623
-0.365417,-2.216096,0.358848
-0.380758,-2.211633,0.371974
-0.371502,-2.213393,0.369228
-0.374076,-2.219298,0.365596
-0.375426,-2.218314,0.361579
-0.209232,1.201624,0.047814
-0.209009,1.19167,0.042556
-0.209491,1.191863,0.05153
0.16873,-0.322163,0.140307
0.169133,-0.3247,0.142171
0.166879,-0.322081,0.140717
0.16792,-0.320498,0.136602
0.012403,-0.425967,0.259586
0.012827,-0.427904,0.260122
0.013166,-0.426891,0.260154
0.012963,-0.426929,0.259815
0.011561,-0.42594,0.260128
0.011089,-0.424959,0.260061
0.01145,-0.42498,0.259729
0.01104,-0.427966,0.259987
-0.074289,-2.232939,0.148723
-0.07295,-2.244928,0.146688
-0.078431,-2.235496,0.139749
-0.024414,0.161842,0.136075
-0.024257,0.161506,0.135387
-0.024267,0.162819,0.131589
-0.024117,0.162462,0.130895
-0.024101,0.161168,0.134701
-0.024974,0.161919,0.138553
-0.024662,0.161268,0.137178
-0.02483,0.157467,0.130212
-0.336991,-0.405906,0.066127
-0.331657,-0.406118,0.069322
-0.342775,-0.405772,0.071507
-0.341227,-0.405772,0.067983
-0.349919,-0.405979,0.062895
0.029207,-0.106054,0.147401
0.028831,-0.106342,0.147672
0.028455,-0.106627,0.147945
-0.254006,-2.186451,0.470072
-0.254499,-2.19094,0.4565
-0.262161,-2.189412,0.462212
-0.269809,-2.190399,0.453905
-0.605829,-0.344643,1.894177
-0.586863,-0.391981,1.894853
-0.586798,-0.383813,1.894599
-0.630827,-0.37055,1.893538
-0.630803,-0.346164,1.893322
-0.632032,-0.395864,1.897126
-0.462769,-2.152084,-0.1062
-0.463516,-2.151531,-0.122052
-0.467442,-2.152216,-0.150348
-0.462842,-2.15356,-0.089086
-0.467842,-2.153827,-0.134089
-0.463109,-2.155107,-0.157016
-0.484828,-2.151531,-0.091109
-0.474955,-2.151252,-0.140222
-0.490792,0.567182,0.289217
-0.490536,0.562768,0.294338
-0.491267,0.565773,0.306168
-0.412302,1.274291,1.155338
-0.415917,1.275266,1.16461
-0.41908,1.274629,1.172731
0.734343,0.589884,-0.239185
0.736443,0.586104,-0.240658
0.737866,0.576301,-0.241673
0.736483,0.580645,-0.240699
0.719362,0.576028,-0.239797
0.328542,1.283034,0.27907
0.324267,1.282526,0.267812
0.323865,1.283496,0.272023
0.334132,1.281578,0.279314
0.32986,1.281097,0.267865
0.329461,1.282066,0.272149
0.310788,1.283368,0.27829
0.318427,1.28296,0.267755
0.312352,1.282397,0.267693
0.310907,1.281425,0.27502
0.31638,1.28199,0.278533
0.31754,1.28199,0.271875
0.570655,0.148645,2.245322
0.570443,0.157823,2.244688
0.524399,0.166126,2.245045
0.52445,0.175334,2.245292
0.547264,0.08393,2.245102
0.547281,0.102278,2.245291
0.547099,0.074742,2.24447
-0.093943,-2.280834,0.32759
-0.098592,-2.279417,0.309485
-0.099578,-2.284827,0.322719
-0.103188,-2.293395,0.305316
-0.108147,-2.284203,0.327813
-0.109022,-2.279213,0.326482
-0.104797,-2.283829,0.317304
-0.107537,-2.278838,0.313829
-0.107179,-2.286198,0.32895
-0.104122,-2.294394,0.304258
-0.243125,-2.149225,0.502645
-0.249374,-2.156448,0.511629
-0.250728,-2.159079,0.498202
-0.475274,1.280285,0.233725
-0.475126,1.279347,0.218892
-0.474399,1.277471,0.214082
-0.480844,1.278207,0.233359
-0.480677,1.277271,0.218351
0.674338,-0.404565,0.542634
0.625723,-0.404489,0.540399
0.565201,-0.405445,0.543441
0.610407,-0.405022,0.541649
0.395774,0.25228,0.181461
0.397698,0.24603,0.185359
0.396642,0.247759,0.18557
0.394507,0.251205,0.185995
0.394253,0.253461,0.18605
0.394748,0.24895,0.185943
0.39481,0.244449,0.181645
-1.14544,0.497981,2.254601
-1.146443,0.48779,2.256504
-1.208652,0.504865,2.255319
-0.269381,1.14584,0.336474
-0.265975,1.140301,0.327475
-0.268073,1.134207,0.332099
-0.268029,1.123543,0.325094
-0.270665,1.140993,0.330278
-0.273168,1.141962,0.324603
-0.274638,1.143901,0.322084
-0.003424,0.186885,0.147381
-0.00298,0.186626,0.146697
-0.004348,0.184277,0.148817
0.101367,-0.417228,0.554946
0.094339,-0.417228,0.556993
0.088469,-0.417149,0.552227
0.093403,-0.417969,0.554717
0.029743,-0.112612,0.166898
0.029388,-0.10905,0.166019
0.029535,-0.113543,0.166479
-0.043461,1.159362,0.157788
-0.044121,1.160361,0.1582
-0.044104,1.160081,0.153137
-0.491236,1.021564,0.121019
-0.491821,1.020666,0.126273
-0.492014,1.016687,0.109726
0.044772,0.10614,0.161728
0.045214,0.105876,0.16159
0.042997,0.106795,0.163706
0.043278,0.10666,0.16155
0.043441,0.106918,0.162144
0.04389,0.106295,0.16345
0.10403,-0.371698,0.233268
0.104657,-0.372666,0.229666
0.09857,-0.373324,0.228396
-0.489219,0.746256,0.448157
-0.489227,0.721446,0.436027
-0.490498,0.744634,0.442588
-0.490049,0.740578,0.436456
0.564352,0.588231,0.464652
0.563279,0.592293,0.464283
0.558378,0.597615,0.462567
0.560594,0.605191,0.463364
0.560834,0.594959,0.463427
-0.493189,0.959631,0.411892
-0.492826,0.924246,0.417576
-0.492685,0.931962,0.424836
-0.493503,0.944526,0.417827
-0.493946,0.951201,0.412098
-0.493472,0.921642,0.411896
-0.249969,1.198478,0.427875
-0.252855,1.182135,0.440384
-0.254854,1.19899,0.430917
-0.256413,1.188873,0.439139
-0.254457,1.186465,0.43184
-0.029365,0.109832,0.182569
-0.029167,0.109735,0.182133
-0.030752,0.11128,0.181923
-0.031629,0.10922,0.182625
-0.030464,0.109535,0.182579
0.032885,1.277056,1.048559
0.03765,1.27695,1.009279
0.029955,1.276889,1.017284
0.016002,1.277614,1.057349
0.01544,1.277895,1.049611
0.022276,1.277632,1.025755
2.186055,-0.456334,2.244551
2.185307,-0.469485,2.243841
2.084063,-0.470954,2.244308
2.127975,-0.476075,2.2442
2.084001,-0.483954,2.244213
-0.428739,1.277778,-0.106251
-0.428396,1.270873,-0.090987
-0.427917,1.273583,-0.115123
-0.438376,1.275934,-0.091852
-0.433459,1.277264,-0.110504
0.841222,-0.405877,-0.0486
0.850554,-0.405751,-0.052067
0.810602,-0.405783,-0.046639
0.796484,-0.406202,-0.031979
0.799386,-0.406027,-0.051875
-0.357713,1.277514,0.204035
-0.356309,1.277514,0.184539
-0.36174,1.275951,0.183298
-0.363489,1.277876,0.198283
-0.363242,1.277876,0.194474
-0.368969,1.276287,0.19727
-0.36871,1.276287,0.193403
0.261923,1.281568,0.135984
0.25313,1.281761,0.127946
0.248087,1.281928,0.1308
0.266897,1.280372,0.133435
0.236968,1.281201,0.134131
0.236025,1.281201,0.131572
0.243606,1.280107,0.136414
0.240827,1.280107,0.128715
0.241801,1.280107,0.131327
0.052696,0.112842,0.143366
0.052813,0.111378,0.141334
0.052749,0.112114,0.142343
0.052321,0.112479,0.14258
0.448339,0.615176,0.224269
0.442975,0.619047,0.224745
0.445079,0.616305,0.224555
0.548376,-0.402854,0.006382
0.535436,-0.404162,0.012495
0.537606,-0.404162,0.018181
-0.332688,-0.406173,0.455613
-0.333229,-0.407352,0.452798
-0.334574,-0.405583,0.453953
0.043299,-0.335696,0.246652
0.042821,-0.336692,0.247505
0.042431,-0.334825,0.246373
0.041948,-0.335822,0.247218
0.149878,-0.351426,0.348616
0.14853,-0.352266,0.347881
0.145854,-0.354744,0.344053
0.148014,-0.35486,0.347593
0.143136,-0.352266,0.35389
0.143258,-0.352896,0.34268
0.142712,-0.354078,0.361393
0.141896,-0.353696,0.341957
-0.083541,1.175277,0.344751
-0.080501,1.173703,0.342577
-0.085007,1.17464,0.349664
-0.086472,1.17398,0.354574
-0.501563,-0.332401,0.333903
-0.502943,-0.330161,0.334331
-0.504315,-0.327915,0.334756
-0.503087,-0.341303,0.321724
-0.022603,-0.079758,0.184245
-0.023171,-0.079603,0.184264
-0.02292,-0.079568,0.184024
-0.093243,1.167515,0.298119
-0.09181,1.167003,0.292245
-0.096706,1.16652,0.293639
0.131624,-2.286566,0.336275
0.130531,-2.288561,0.337718
0.123796,-2.283303,0.330017
0.067372,-0.328603,0.2786
0.06735,-0.330197,0.281177
0.065977,-0.328945,0.278266
0.065959,-0.330547,0.280798
-0.411976,-2.150051,0.695981
-0.412101,-2.151812,0.683037
-0.417905,-2.149092,0.690409
-0.50809,0.20753,0.299903
-0.507971,0.217618,0.294463
-0.50889,0.215383,0.294681
-0.508641,0.192286,0.300068
-0.508964,0.205291,0.30012
-0.508692,0.197116,0.294672
-0.38061,-0.414053,0.558255
-0.386964,-0.41372,0.557273
-0.384075,-0.414053,0.554315
0.759037,0.152548,-0.234963
0.743225,0.154137,-0.235088
0.743769,0.150338,-0.235469
-0.030594,0.126193,0.148666
-0.032538,0.122099,0.146397
-0.03573,0.124146,0.147474
-0.03568,0.123844,0.146935
-0.03634,0.122058,0.146198
-0.625332,0.640155,0.945144
-0.624852,0.613828,0.964879
-0.625792,0.62075,0.966083
-0.627715,0.630686,0.948204
-0.627047,0.635975,0.947338
-0.090688,1.15811,0.19913
-0.089869,1.157113,0.19609
-0.094477,1.157742,0.195788
-0.286704,0.004244,0.568065
-0.311719,0.012644,0.574031
-0.320805,0.014788,0.569802
2.41277,0.334825,1.864986
2.412342,0.34768,1.864734
2.411039,0.360415,1.863904
2.409689,0.373143,1.863043
0.911954,0.34267,2.239729
0.937336,0.35422,2.239473
0.860812,0.319861,2.239414
0.299629,0.362301,0.427194
0.295749,0.366872,0.429666
0.295919,0.363876,0.429751
0.074476,-0.323168,0.320307
0.075688,-0.330347,0.316701
0.073308,-0.323679,0.319515
0.072972,-0.327012,0.31928
-0.192186,-0.403443,0.224447
-0.194361,-0.403524,0.217978
-0.19281,-0.403169,0.220475
-0.192634,-0.404349,0.222401
-0.193206,-0.404075,0.222603
-0.196429,-0.403595,0.225668
-0.19919,-0.403371,0.223992
-0.2017,-0.404313,0.226656
-0.201795,-0.404313,0.222465
-0.124945,1.182928,0.247439
-0.149665,1.187969,0.253201
-0.150505,1.186977,0.248534
-0.029436,-0.110972,0.177703
-0.029314,-0.111231,0.178304
-0.029596,-0.111103,0.178161
-0.029682,-0.110288,0.176113
-0.029756,-0.111231,0.178618
-0.029605,-0.111667,0.176928
-0.02976,-0.111803,0.177391
0.068905,0.140514,0.155258
0.065636,0.135218,0.158002
0.065726,0.133805,0.155102
0.304541,0.66636,0.292938
0.301712,0.669524,0.295848
0.301643,0.667707,0.292661
-0.637662,-0.369517,1.34467
-0.63645,-0.374873,1.342387
-0.641545,-0.37308,1.381816
-0.641867,-0.374325,1.28995
0.037307,-0.188227,0.031142
0.037262,-0.189756,0.031253
0.03693,-0.190573,0.032014
0.198268,-2.246976,0.948064
0.19503,-2.248343,0.93814
0.189758,-2.239391,0.947704
0.190814,-2.240155,0.92528
-0.008762,1.176945,0.264881
-0.009234,1.176945,0.264786
-0.010321,1.175908,0.265519
1.184479,-0.40805,0.121327
1.20317,-0.408316,0.131206
1.184313,-0.408375,0.108745
1.1686,-0.407965,0.134948
1.166758,-0.407636,0.123425
1.151871,-0.408074,0.125185
0.774913,0.051619,-0.234774
0.774721,0.055534,-0.23464
0.75877,0.046959,-0.235039
-0.137937,1.271365,1.754468
-0.17621,1.274647,1.825445
-0.17268,1.274255,1.782359
-0.171594,1.274766,1.769089
-0.29137,-0.659328,1.441789
-0.301809,-0.661049,1.428999
-0.303112,-0.660896,1.375949
-0.305681,-0.660482,1.387305
-0.317359,-0.661188,1.438955
-0.071359,0.650222,2.245433
-0.119052,0.680505,2.245887
-0.118942,0.61245,2.24658
1.769126,0.129121,-0.239928
1.769646,0.121146,-0.240093
1.768571,0.137094,-0.239753
0.239511,-0.412934,0.525025
0.230639,-0.412411,0.52702
0.233663,-0.412411,0.524725
-0.513983,-0.206723,0.485679
-0.514008,-0.209581,0.485701
-0.514751,-0.204203,0.486142
0.534517,0.407223,0.373744
0.533557,0.410234,0.373553
0.530037,0.39652,0.3728
0.529128,0.399504,0.372619
0.505043,0.411643,0.373423
-0.036012,0.100342,0.195173
-0.036137,0.098253,0.195062
-0.0358,0.098253,0.19458
-0.036121,0.098026,0.194162
-0.035993,0.097965,0.193754
-0.03651,0.09878,0.19373
-0.036593,0.098711,0.193587
-0.036377,0.098143,0.194979
-0.020394,-0.460657,0.259838
-0.01928,-0.462705,0.259843
-0.020768,-0.459657,0.259629
-0.02067,-0.460706,0.259114
-0.020938,-0.465703,0.259036
1.700929,-0.349102,-0.240751
1.700141,-0.372961,-0.240568
1.699448,-0.356785,-0.240328
1.698874,-0.364665,-0.240175
0.96926,0.459583,2.251593
0.970129,0.419137,2.253148
0.94322,0.437053,2.251916
0.94229,0.46715,2.250148
0.891179,0.462859,2.250672
0.943204,0.426901,2.251836
-0.506679,-1.828605,-0.10644
-0.506575,-1.870936,-0.098943
-0.507219,-1.836642,-0.076841
-0.507605,-1.849979,-0.084521
-0.056822,1.1693,-0.081219
-0.062985,1.168332,-0.079737
-0.066549,1.169899,-0.084906
-0.066103,1.167364,-0.07881
1.078993,-0.664761,1.386535
1.091785,-0.665147,1.375841
1.043022,-0.665445,1.39532
-0.038667,-0.479904,0.155686
-0.038582,-0.480616,0.153461
-0.03926,-0.48458,0.153335
-0.039338,-0.480896,0.155968
-0.040117,-0.477357,0.152704
-0.040061,-0.483989,0.149622
0.413083,-0.66884,1.397239
0.406932,-0.66665,1.381395
0.395796,-0.666004,1.39759
0.390473,-0.664744,1.383325
0.061547,-0.360936,0.259959
0.059971,-0.361197,0.259993
0.058805,-0.361452,0.259423
-0.012826,0.198062,0.030672
-0.013102,0.199669,0.032386
-0.012964,0.198867,0.031527
-0.036651,1.154044,0.014135
-0.036456,1.154126,0.008926
-0.037051,1.150853,0.025035
-0.036862,1.149998,0.020019
-0.039375,1.154472,0.035169
-0.141473,1.284302,1.812179
-0.15823,1.283049,1.809036
-0.137239,1.284112,1.74257
-0.157108,1.281813,1.793365
-0.169113,1.283469,1.73859
-0.186051,1.283192,1.74997
-0.170068,1.281912,1.750283
-0.187201,1.282188,1.762442
0.422634,-0.406763,0.18811
0.405464,-0.407352,0.191103
0.409303,-0.407703,0.190433
0.408596,-0.407703,0.181891
-0.035768,0.095703,0.17355
-0.035707,0.095524,0.173137
-0.03622,0.097723,0.173582
-0.036162,0.097543,0.17316
-0.641461,0.064657,1.703513
-0.637609,0.062618,1.649568
-0.638542,0.058059,1.523446
-0.64192,0.057642,1.704694
-0.643431,0.056324,1.663661
-0.642086,0.054935,1.621516
-0.645797,0.053937,1.588944
-0.369002,-0.405034,0.166314
-0.379154,-0.404521,0.171778
-0.375589,-0.404712,0.168556
0.326757,1.07757,0.467229
0.326006,1.089643,0.466807
0.317422,1.133344,0.468059
0.31321,1.13508,0.465461
-0.505566,-0.323763,0.427957
-0.505752,-0.336906,0.42808
-0.506837,-0.331098,0.428613
-0.50735,-0.341111,0.441692
-0.507063,-0.334524,0.428734
-0.222135,1.163829,0.421292
-0.224268,1.162524,0.426402
-0.224841,1.164898,0.42403
-0.22636,1.162524,0.424105
0.848219,-0.407614,-0.236176
0.849745,-0.403412,-0.237072
0.846678,-0.411809,-0.235269
0.830258,-0.400983,-0.23647
0.828819,-0.414947,-0.235628
0.208371,-2.185777,0.9794
0.205415,-2.189188,0.970325
0.1963,-2.208603,0.968688
0.271873,0.617116,0.257376
0.269179,0.618292,0.257437
0.268242,0.609791,0.2603
0.575347,0.413109,0.375972
0.574808,0.436226,0.375914
0.574545,0.428101,0.375846
1.601908,0.683343,1.721405
1.616488,0.682748,1.702872
1.575591,0.682667,1.697696
-0.003128,-0.182162,0.15472
-0.002488,-0.182904,0.153869
-0.003946,-0.181199,0.154969
-0.003318,-0.181941,0.154114
-0.003605,-0.182381,0.155357
-0.503738,-1.809703,0.702081
-0.506635,-1.811964,0.673643
-0.503885,-1.86949,0.68115
-0.50835,-1.843048,0.67545
-0.508345,-1.825227,0.665541
-0.508082,-1.879627,0.695729
-0.506933,-1.856179,0.684233
-0.507766,-1.873389,0.665107
-0.368756,-0.406976,0.23974
-0.375579,-0.407442,0.240879
-0.373844,-0.406509,0.236945
-0.372682,-0.40759,0.2366
-0.37207,-0.408128,0.237058
-0.37044,-0.408461,0.231374
-0.376769,-0.406352,0.240672
-0.382134,-0.407087,0.234094
-0.37934,-0.408008,0.241507
-0.383112,-0.408549,0.242137
-0.380372,-0.408742,0.233841
-0.382846,-0.407818,0.233147
0.119343,-2.286295,0.335127
0.12186,-2.289288,0.332761
0.110785,-2.286978,0.329998
0.113188,-2.289972,0.327802
1.124955,-0.409604,0.128367
1.094133,-0.409994,0.108636
1.052851,-0.409874,0.125701
0.722076,0.01547,-0.232035
0.704975,0.018844,-0.23091
0.706533,0.022545,-0.232012
0.705031,0.015197,-0.230959
-0.493476,0.751369,0.570875
-0.493649,0.718876,0.570904
-0.494086,0.741532,0.571778
-0.493875,0.733687,0.564067
0.035686,-0.341094,0.261677
0.03577,-0.342392,0.259129
0.035597,-0.342243,0.260557
0.034198,-0.341248,0.261662
-0.16803,1.164265,-0.053973
-0.170168,1.163828,-0.058872
-0.167225,1.163828,-0.060647
-0.174118,1.167159,-0.051078
-0.17625,1.165755,-0.055699
-0.175643,1.166254,-0.062674
-0.173223,1.164792,-0.057298
-0.018792,-0.145195,0.161616
-0.01881,-0.147303,0.161663
-0.019081,-0.147498,0.162247
-0.019232,-0.148649,0.162574
0.844204,1.063759,0.390599
0.844559,1.045403,0.390615
0.842538,1.052247,0.390327
0.047231,-0.4178,0.48817
0.044978,-0.416622,0.490382
0.042839,-0.413913,0.48385
0.043567,-0.413597,0.486079
0.027246,-0.420657,0.490185
0.026789,-0.421824,0.488405
0.02633,-0.422983,0.48662
1.238559,1.136565,0.263683
1.237673,1.106261,0.263623
1.236548,1.114999,0.263641
1.235056,1.143317,0.263698
1.23463,1.123075,0.263658
0.782078,1.251938,0.864267
0.775705,1.253222,0.859475
0.787952,1.249834,0.868683
0.754759,1.254081,0.857818
0.766363,1.249762,0.852435
0.737347,1.248407,0.844386
0.233393,0.582337,0.157433
0.234043,0.582337,0.15991
0.235687,0.581294,0.156346
0.234262,0.575749,0.159795
0.234321,0.579445,0.154218
0.227482,0.582531,0.157545
0.231772,0.585223,0.158206
0.23042,0.585223,0.15334
0.231363,0.578633,0.155652
0.229091,0.579659,0.156757
-0.483021,0.503858,0.263238
-0.485215,0.501746,0.263235
-0.489301,0.52909,0.268392
0.015865,0.174382,0.157601
0.016008,0.174913,0.15623
0.015596,0.173206,0.157155
-0.494238,0.526982,0.311649
-0.495145,0.523348,0.31173
-0.495338,0.518998,0.311741
-0.058712,-2.269009,1.012938
-0.048496,-2.282223,1.018256
-0.085929,-2.285998,1.016425
1.244326,0.922,1.114669
1.244412,0.910629,1.133989
1.243948,0.919402,1.13369
-0.506426,-0.08501,0.559194
-0.506373,-0.097323,0.575651
-0.506041,-0.101228,0.558937
-0.507022,-0.091932,0.576162
-0.506731,-0.085703,0.567548
-0.506718,-0.082356,0.559413
-0.506864,-0.105733,0.576069
-0.506702,-0.094628,0.57591
-0.50717,-0.098735,0.559805
-0.507567,0.48436,0.439939
-0.505935,0.484772,0.432679
-0.509428,0.481949,0.440929
-0.16568,-0.402676,0.385514
-0.164994,-0.403139,0.382236
-0.168514,-0.403011,0.381795
-0.010031,0.134118,0.173158
-0.01226,0.135989,0.17323
-0.012158,0.134796,0.172693
0.354484,0.703833,0.33344
0.353764,0.704718,0.337143
0.341494,0.693016,0.34228
0.33191,0.683908,0.343875
0.341271,0.687692,0.334537
0.338677,0.68503,0.337878
-0.121167,1.273292,-0.204774
-0.12214,1.271362,-0.210239
-0.126829,1.274194,-0.209909
-0.019501,-0.078761,0.182474
-0.019674,-0.078752,0.182545
-0.01978,-0.078787,0.182675
-0.019676,-0.078811,0.182672
0.8946,1.27788,0.341606
0.871093,1.27968,0.339589
0.878349,1.278302,0.34021
1.280289,-0.663217,1.154977
1.270521,-0.663217,1.168207
1.264265,-0.663104,1.143894
1.240983,-0.664017,1.147319
0.499615,-0.397962,0.330987
0.497891,-0.400184,0.330743
0.496157,-0.402398,0.330498
0.572396,0.763382,0.010054
0.554071,0.762585,0.008844
0.543375,0.750785,0.011297
0.554313,0.752763,0.006132
0.550784,0.754553,0.007804
-0.505682,-0.052219,0.357621
-0.505938,-0.054394,0.351906
-0.506095,-0.047658,0.35776
-0.506288,-0.045377,0.357825
-0.211399,-0.400736,0.141379
-0.216557,-0.400736,0.156959
-0.215221,-0.400736,0.152538
-0.295111,-0.405345,0.381014
-0.29905,-0.405484,0.386399
-0.300778,-0.405484,0.383255
-0.299815,-0.405702,0.381235
0.063279,-0.374008,0.598115
0.054571,-0.374261,0.596399
0.050844,-0.374964,0.597634
-0.052443,0.737204,-0.231545
-0.052442,0.730972,-0.232123
-0.057256,0.723055,-0.231007
-0.05724,0.716002,-0.230953
-0.057296,0.712334,-0.232996
-0.057222,0.702778,-0.231227
-0.057175,0.682622,-0.230995
-0.057239,0.697443,-0.232108
-0.057254,0.692114,-0.232951
-0.491844,-0.603044,1.020966
-0.492742,-0.606553,1.048255
-0.492588,-0.618174,1.048018
0.385775,-0.466836,0.714863
0.37524,-0.464753,0.712356
0.361063,-0.470126,0.717825
-0.52595,-1.712733,0.299034
-0.526506,-1.68083,0.281036
-0.5256,-1.735118,0.291958
-0.525742,-1.758482,0.280848
-0.525563,-1.728423,0.275326
-0.528317,-1.699909,0.31051
-0.52741,-1.691324,0.299189
-0.527528,-1.747553,0.304688
-0.533111,-1.755205,0.281168
-0.391494,-2.177609,0.484823
-0.386159,-2.179564,0.493275
-0.389277,-2.180542,0.489184
-0.397502,-2.178462,0.493957
-0.403296,-2.177761,0.491054
0.263074,-0.439576,0.121738
0.264576,-0.440421,0.124292
0.261391,-0.440784,0.122664
0.025576,-0.079498,0.155304
0.02528,-0.07974,0.155486
0.024983,-0.07998,0.155668
-0.34249,0.31684,2.240262
-0.36426,0.317298,2.239463
-0.364212,0.326404,2.239049
-0.364099,0.244322,2.239381
-0.390925,0.318062,2.239503
-0.390767,0.244914,2.239447
-0.501161,0.239673,0.308994
-0.500887,0.275211,0.303415
-0.501369,0.297596,0.3199
-0.501517,0.291152,0.314449
-0.343503,-0.401003,0.150289
-0.345669,-0.400985,0.145775
-0.344048,-0.400985,0.138591
-0.366952,-0.400321,0.142571
-0.364645,-0.401208,0.143329
0.474879,0.441666,0.377529
0.47675,0.439487,0.377971
0.466778,0.441982,0.375594
0.464177,0.443443,0.374976
0.470099,0.441172,0.376386
-0.514185,-0.175207,0.43842
-0.514862,-0.172775,0.438764
-0.514754,-0.18617,0.438739
-0.515529,-0.170339,0.439103
-0.515473,-0.183734,0.439104
-0.011895,-0.179872,0.128118
-0.012102,-0.180579,0.125246
-0.012584,-0.179822,0.123878
-0.012604,-0.181323,0.126744
-0.012353,-0.180953,0.125994
0.441101,0.74719,0.026168
0.443949,0.745089,0.024591
0.428691,0.742888,0.027348
0.431974,0.741683,0.025487
0.351355,-0.4297,0.088241
0.34827,-0.429807,0.089026
0.353168,-0.428068,0.087777
0.34563,-0.428291,0.085749
0.347708,-0.432939,0.089175
0.345875,-0.434545,0.089644
0.344449,-0.430656,0.086067
