x,y,z
1.593187,0.329483,2.243421
1.527225,0.347061,2.245477
1.52626,0.358124,2.244278
1.493233,0.321741,2.243557
-0.034761,1.144082,0.166622
-0.03534,1.143083,0.167039
-0.035712,1.144271,0.171523
-0.035879,1.144082,0.167367
0.386415,1.287148,0.398717
0.386399,1.280545,0.408093
0.380558,1.280498,0.405966
0.375014,1.281373,0.403949
0.080615,1.194509,0.32495
0.081254,1.190067,0.317565
0.079831,1.197032,0.319577
0.080312,1.197543,0.312822
-0.502112,0.507769,0.456442
-0.501666,0.511214,0.443255
-0.502006,0.513597,0.436931
-0.501927,0.48106,0.443465
-0.502307,0.502706,0.430767
-0.502819,0.476449,0.463522
0.012052,-0.109702,0.167173
0.011624,-0.109852,0.167388
0.011563,-0.110288,0.168295
0.010956,-0.109702,0.166935
0.011128,-0.110429,0.168502
0.011196,-0.109999,0.167604
-0.157791,-0.404843,0.274739
-0.159779,-0.405297,0.273567
-0.16368,-0.40478,0.273868
-0.161368,-0.405265,0.2771
-0.161918,-0.405506,0.273731
-0.355185,1.279389,0.513033
-0.361184,1.278722,0.508577
-0.358886,1.278833,0.501453
0.049945,-0.339651,0.295173
0.04965,-0.339297,0.296944
0.049522,-0.340137,0.302235
0.04808,-0.339541,0.301284
0.046844,-0.339909,0.300466
0.048651,-0.339997,0.29445
-0.504573,-0.19662,0.510253
-0.504764,-0.208072,0.510409
-0.505283,-0.194085,0.510725
-0.498722,0.637861,0.247606
-0.499088,0.63635,0.246552
-0.501472,0.635684,0.248003
-0.501238,0.633386,0.246473
0.723543,0.618175,0.022379
0.722848,0.608468,0.014376
0.72253,0.613635,0.014498
0.722421,0.611736,0.022743
0.347896,-0.4881,0.223611
0.350011,-0.486588,0.223385
0.346605,-0.486467,0.209364
0.344502,-0.487965,0.209677
0.34153,-0.49258,0.217296
0.040374,-0.215915,0.030666
0.039985,-0.216738,0.031526
0.039324,-0.216799,0.032983
-0.320883,-0.38097,0.607938
-0.319926,-0.383156,0.606573
-0.329138,-0.382986,0.61046
-0.33713,-0.383152,0.610024
-0.493663,0.586431,0.251837
-0.493814,0.575269,0.231106
-0.494105,0.602118,0.241497
-0.493972,0.586431,0.246623
-0.168098,1.220422,-0.253331
-0.174737,1.220999,-0.257789
-0.173451,1.194806,-0.253217
-0.167986,1.190196,-0.253137
-0.174284,1.188003,-0.256361
-0.189802,1.206791,-0.252312
-0.184137,1.21638,-0.252196
-0.180054,1.223769,-0.257036
-0.184515,1.204947,-0.253574
-0.17915,1.201259,-0.253979
-0.184757,1.192604,-0.254491
-0.525948,0.093441,1.898556
-0.526041,0.085767,1.898936
-0.526125,0.078092,1.899284
0.870074,0.370263,0.168823
0.866634,0.373268,0.169201
0.871671,0.366462,0.168642
0.812209,0.370911,0.175087
0.357078,0.584806,0.383001
0.356045,0.572282,0.382635
0.357379,0.57978,0.38309
0.354649,0.586502,0.382206
0.352214,0.588188,0.381407
-0.252704,1.160675,0.595445
-0.255101,1.158699,0.599901
-0.260355,1.16056,0.597205
-0.268708,1.158699,0.590401
-0.49285,0.735724,0.8186
-0.492334,0.734621,0.791429
-0.493734,0.73713,0.837376
-0.493456,0.730283,0.83701
-0.493475,0.733558,0.806397
-0.494273,0.731329,0.793972
-0.043072,1.168318,0.313396
-0.043646,1.167046,0.316435
-0.043991,1.167321,0.312887
-0.090754,1.162483,0.28516
-0.092116,1.162483,0.283221
-0.095709,1.162024,0.28624
0.304041,0.698102,0.185132
0.305939,0.701771,0.187966
0.306738,0.70544,0.181145
0.303242,0.698102,0.178755
0.297823,0.686176,0.177018
-0.05551,1.22186,0.314981
-0.05647,1.222857,0.314502
-0.055712,1.214312,0.308513
-0.065997,1.221254,0.31606
-0.064074,1.21673,0.310947
-0.003482,-2.265052,0.4135
-0.007621,-2.261065,0.413054
-0.009592,-2.265052,0.413293
-0.495492,0.930341,0.580058
-0.495518,0.923654,0.572519
-0.495786,0.932998,0.572704
0.410758,0.253392,0.390228
0.409763,0.254319,0.385188
0.409696,0.25532,0.389907
0.408694,0.256235,0.384876
0.617218,-0.183581,2.244463
0.593622,-0.182976,2.244242
0.571168,-0.191723,2.24467
0.593693,-0.192268,2.244406
-0.034603,0.068455,0.194443
-0.035268,0.068335,0.195042
-0.035006,0.068335,0.194675
0.749641,-0.349908,-0.240679
0.732929,-0.366268,-0.24053
0.735374,-0.372007,-0.242249
0.702794,-0.351296,-0.240952
0.718813,-0.374739,-0.241741
-0.222422,1.163813,0.101146
-0.226219,1.164791,0.108077
-0.225018,1.163813,0.106136
-0.50845,0.26594,0.363749
-0.508329,0.242151,0.377029
-0.508692,0.263193,0.363845
-0.508709,0.250781,0.377162
0.071172,1.28214,0.834785
0.06473,1.28214,0.835497
0.051803,1.283041,0.837154
0.045257,1.28214,0.837234
0.055858,1.282049,0.822577
-0.320632,1.2778,0.942775
-0.325372,1.277821,0.932243
-0.322402,1.276943,0.924628
-0.319629,1.276876,0.917513
-0.354349,1.276968,0.917695
-0.045878,1.155118,0.300746
-0.046888,1.155889,0.288152
-0.049326,1.157113,0.298835
-0.185829,1.172063,0.237103
-0.185851,1.171075,0.235124
-0.190885,1.171261,0.236347
1.246501,1.14875,1.330515
1.246728,1.149744,1.309009
1.247761,1.117908,1.331498
1.248039,1.119028,1.310014
1.243903,1.157161,1.328344
1.245252,1.159519,1.285304
1.245362,1.15925,1.307904
1.244891,1.126808,1.30743
1.243617,1.136275,1.306401
0.052058,-0.352713,0.256395
0.052457,-0.353489,0.258048
0.050525,-0.35292,0.256545
0.049376,-0.353911,0.258242
0.050917,-0.353703,0.258145
0.614066,1.272229,0.211125
0.608531,1.274889,0.211613
0.607553,1.273083,0.205276
-0.110361,-2.176219,1.106111
-0.109606,-2.181018,1.097014
-0.111143,-2.172306,1.115566
-0.039794,1.15999,0.239963
-0.040051,1.15999,0.239441
-0.040326,1.159983,0.239311
-0.041745,-0.413865,0.212029
-0.041904,-0.413865,0.212911
-0.041976,-0.414865,0.213325
0.343197,-0.486328,0.234821
0.34531,-0.484835,0.234662
0.344039,-0.496699,0.234735
0.337056,-0.49552,0.23175
-0.491102,0.771398,0.491783
-0.49108,0.7512,0.485806
-0.490985,0.750379,0.491756
-0.490818,0.753622,0.479358
-0.491639,0.776252,0.476567
1.494264,-0.406349,0.276142
1.497666,-0.407136,0.260472
1.490433,-0.412067,0.24494
1.476599,-0.408336,0.260479
1.486695,-0.411268,0.276057
-0.292865,1.22603,-0.112957
-0.300307,1.227851,-0.115287
-0.303465,1.225885,-0.11961
-0.011697,-0.087883,0.179589
-0.011615,-0.090857,0.179505
-0.011793,-0.087807,0.179453
0.939541,0.727193,2.245697
0.93969,0.716528,2.245952
0.888622,0.731278,2.246419
0.914027,0.723786,2.245869
1.247694,-0.409415,-0.078414
1.222976,-0.409456,-0.099304
1.18994,-0.409067,-0.076088
1.171417,-0.409599,-0.084032
2.403516,-0.754193,1.081502
2.401271,-0.714755,1.053229
2.401221,-0.789912,1.080645
2.403106,-0.766187,1.081337
2.403641,-0.7636,1.053906
2.399206,-0.726112,1.052525
2.397943,-0.801033,1.079505
2.398643,-0.774109,1.052238
-0.62401,0.165757,1.131255
-0.622278,0.161859,1.062523
-0.62722,0.16338,1.109772
-0.013276,1.22499,0.262654
-0.013429,1.224997,0.262382
-0.014202,1.226982,0.262585
0.038028,0.207004,0.143176
0.037964,0.203871,0.146179
0.035774,0.204798,0.141896
0.033128,0.207016,0.1438
0.033789,0.206385,0.142391
0.035322,0.206063,0.142219
0.033428,0.2023,0.142667
1.24525,1.155433,1.535367
1.247714,1.134166,1.510722
1.245365,1.143061,1.508433
1.242856,1.164406,1.532984
1.243583,1.152491,1.506705
-0.037926,0.100224,0.193511
-0.038301,0.10014,0.193735
-0.038424,0.098898,0.193086
-0.437858,1.28265,0.418068
-0.432692,1.283787,0.415123
-0.446264,1.285227,0.417224
-0.441361,1.287334,0.414492
-0.441543,1.283356,0.425917
-0.228547,1.281145,0.779885
-0.218712,1.279999,0.768659
-0.239423,1.281044,0.767861
-0.230534,1.280307,0.786015
0.029554,1.274789,1.417923
0.028915,1.274879,1.407599
0.017865,1.273907,1.427827
7.34434,-0.090906,-0.12752
7.322296,-0.154621,-0.126478
7.33189,-0.122785,-0.126923
0.035143,-0.333728,0.334029
0.035409,-0.334213,0.332515
0.034259,-0.334213,0.332871
0.032112,-0.33326,0.330066
0.031311,-0.335165,0.330888
0.032185,-0.334692,0.332059
-0.167366,-0.587288,-0.023068
-0.169313,-0.589581,-0.026967
-0.173293,-0.586498,-0.026209
-0.172319,-0.588687,-0.024335
-0.510727,-1.975388,0.214295
-0.512748,-1.947999,0.224816
-0.51279,-1.9509,0.192454
-0.513492,-1.954769,0.187142
-0.513026,-1.960573,0.164124
-0.01427,-0.458577,0.263264
-0.014685,-0.461545,0.26349
-0.015107,-0.462544,0.263365
-0.341371,-0.405713,0.422273
-0.33913,-0.406711,0.42124
-0.347786,-0.406571,0.415103
-0.060573,-2.169108,1.074942
-0.097675,-2.163506,1.058324
-0.096899,-2.163431,1.047467
-0.098573,-2.168178,1.071029
-0.096219,-2.167042,1.038044
1.061478,1.283942,1.452851
0.983812,1.286164,1.446718
0.988129,1.284302,1.476444
0.266274,0.62061,0.22925
0.266479,0.619457,0.257498
0.265774,0.619689,0.232095
0.294892,0.726072,0.348813
0.288364,0.725622,0.353739
0.288419,0.729291,0.357332
0.287438,0.720118,0.350077
-0.117298,-2.233322,0.382694
-0.119711,-2.232441,0.392718
-0.119503,-2.234318,0.381188
0.087448,-0.366748,0.23328
0.085787,-0.367086,0.234696
0.084755,-0.368396,0.233374
0.541396,1.28209,0.852376
0.547584,1.281251,0.846303
0.529816,1.28234,0.852026
0.534748,1.281251,0.857298
0.524158,1.281702,0.845971
-0.035102,1.173886,0.251586
-0.034466,1.171804,0.255105
-0.035998,1.1717,0.256992
-0.036945,1.171804,0.252486
-0.311342,-2.164355,1.087144
-0.319991,-2.164355,1.08399
-0.32575,-2.165261,1.034757
-0.313436,-2.166764,1.063805
-0.310046,-2.166967,1.053362
-0.340417,-2.165275,1.076569
-0.341882,-2.164917,1.051858
-0.345006,-2.165261,1.026792
-0.337153,-2.168351,1.067282
-0.344196,-2.165828,1.087341
-0.330796,-2.16628,1.021309
-0.047239,-0.632426,2.230753
-0.047223,-0.642411,2.231785
-0.047263,-0.62335,2.232538
1.252762,0.951782,0.371733
1.256889,0.946271,0.372077
1.248611,0.957276,0.371388
0.189486,0.414365,2.240711
0.189482,0.423623,2.240843
0.168112,0.40492,2.241444
0.146383,0.404528,2.241168
0.146381,0.395301,2.240949
-0.337608,-2.167463,0.781447
-0.332809,-2.16742,0.772314
-0.348234,-2.1665,0.786715
-0.34565,-2.16742,0.76437
1.821778,-0.409887,0.573291
1.629283,-0.406894,0.580082
1.520489,-0.408777,0.558836
0.752316,-0.886329,0.202635
0.756165,-0.883041,0.202346
0.739953,-0.857025,0.188032
0.01999,-0.475743,0.325589
0.018377,-0.472669,0.321266
0.018854,-0.476172,0.32385
-0.265256,1.157157,-0.089291
-0.268864,1.159148,-0.094558
-0.27271,1.161975,-0.092555
-0.049617,-0.296729,0.217177
-0.047941,-0.308029,0.216392
-0.049179,-0.302823,0.217066
-0.050506,-0.298597,0.21837
-0.051218,-0.297473,0.218782
-0.004971,-0.201802,0.104146
-0.005559,-0.202005,0.098686
-0.005822,-0.202501,0.099529
-0.006085,-0.202993,0.100373
0.093688,-2.28163,0.332097
0.09257,-2.282628,0.333098
0.085559,-2.282224,0.326348
0.188937,-0.394367,0.171837
0.189583,-0.396999,0.178195
0.17978,-0.394001,0.170038
-0.510946,0.27379,0.482694
-0.510979,0.275417,0.476018
-0.510717,0.278341,0.475855
-0.510774,0.261655,0.468659
-0.510569,0.264547,0.468532
-0.511958,0.271288,0.483319
-0.5122,0.256254,0.483502
-0.511244,0.258758,0.482912
-0.25461,-2.190691,0.045691
-0.255762,-2.192304,0.030236
-0.25682,-2.194654,0.047977
-0.258011,-2.195273,0.032582
-0.26178,-2.189335,0.039374
-0.262329,-2.196634,0.055982
-0.264068,-2.193294,0.041723
1.131316,0.129037,-0.236439
1.130795,0.134356,-0.236196
1.090626,0.119781,-0.234908
1.035904,0.134697,-0.235925
1.036419,0.12976,-0.236186
1.063702,0.112213,-0.23604
1.064154,0.117359,-0.236242
0.214461,1.151467,0.588263
0.212906,1.146796,0.593716
0.2084,1.159913,0.595269
0.205375,1.148669,0.598699
0.209989,1.148651,0.589645
-0.504,-0.028375,0.283144
-0.503975,-0.032727,0.272282
-0.504111,-0.030524,0.272303
-0.505055,-0.037279,0.277899
-0.504654,-0.037206,0.272419
-0.504809,-0.034999,0.272443
-0.506335,-0.032921,0.278145
-0.50562,-0.028431,0.277993
-0.50521,-0.035068,0.277925
-0.506088,-0.043994,0.272703
-0.506273,-0.041781,0.272733
-0.480527,1.27517,0.145784
-0.479747,1.27517,0.140899
-0.478538,1.274236,0.135908
-0.483897,1.272112,0.134444
-1.277009,0.56879,2.261632
-1.276466,0.546429,2.260816
-1.278257,0.558279,2.263751
-0.164412,-0.40262,0.322896
-0.16744,-0.402413,0.323153
-0.170119,-0.40247,0.322873
0.049758,0.10867,0.130859
0.047228,0.107896,0.138274
0.047302,0.105649,0.133824
-0.030826,-0.09315,0.189063
-0.030893,-0.094085,0.188906
-0.030829,-0.096179,0.189081
-0.030911,-0.092977,0.18863
-0.030982,-0.094066,0.188936
-0.030938,-0.094123,0.189066
0.190661,-0.350509,0.261208
0.19108,-0.350509,0.25922
0.189549,-0.351337,0.259235
0.853507,-0.406884,-0.114172
0.846285,-0.40729,-0.134431
0.825323,-0.407131,-0.10165
0.585947,0.753513,-0.172092
0.583749,0.748069,-0.188098
0.580013,0.74777,-0.160361
0.580884,0.746068,-0.178083
0.578061,0.739906,-0.193397
0.692142,-0.391838,-0.244221
0.693511,-0.388202,-0.245232
0.689366,-0.399087,-0.242171
0.690761,-0.395466,-0.2432
2.414821,-0.275016,-0.049725
2.415005,-0.264305,-0.049727
2.413605,-0.285614,-0.049589
2.412592,-0.274454,-0.02371
2.411377,-0.28503,-0.023588
0.379666,-0.43738,0.44227
0.379018,-0.437868,0.436788
0.377527,-0.432434,0.436125
2.389859,-0.541611,-0.021559
2.386217,-0.541391,-0.046572
2.387487,-0.552085,-0.021299
2.381202,-0.561635,-0.020575
2.381435,-0.56232,-0.045997
2.383848,-0.551861,-0.046287
0.026963,-0.101513,0.171226
0.02653,-0.101673,0.171322
0.026422,-0.102774,0.171348
0.026554,-0.106082,0.171713
-0.266851,-0.407965,0.163689
-0.268131,-0.408085,0.146985
-0.266977,-0.411303,0.154447
-0.268635,-0.410113,0.153766
-0.272455,-0.408536,0.152194
-0.270803,-0.409744,0.152873
0.047904,0.102221,0.155453
0.048317,0.101921,0.155289
0.045857,0.100493,0.153193
1.066847,1.284978,1.241029
1.067735,1.283883,1.200644
1.06676,1.283487,1.219845
1.014569,1.284862,1.239287
1.047352,1.284546,1.223466
0.666241,0.465935,0.377478
0.668239,0.46295,0.377814
0.664229,0.468912,0.37714
0.219222,-0.375509,0.16773
0.218996,-0.37637,0.164717
0.217784,-0.37637,0.160121
0.217502,-0.377335,0.165403
0.217722,-0.376472,0.168395
0.352299,1.28092,0.162122
0.350855,1.28092,0.153932
0.344782,1.279559,0.155883
0.339464,1.281064,0.157597
0.326632,1.281097,0.15359
0.338377,1.280098,0.153258
0.08899,-0.377854,0.217984
0.088928,-0.377854,0.216119
0.087545,-0.378194,0.218781
0.087501,-0.378194,0.216946
0.004573,1.27388,1.170846
-0.005298,1.27388,1.170842
-0.007031,1.274748,1.12894
-0.016281,1.274062,1.145179
-0.841306,0.655428,1.383863
-0.835304,0.653115,1.341799
-0.846798,0.654976,1.35827
-0.853106,0.65252,1.36732
-0.851912,0.651492,1.28527
0.36228,-0.416953,0.479767
0.355166,-0.417175,0.470434
0.356631,-0.418047,0.476458
0.173641,-2.274539,0.896274
0.177503,-2.274831,0.861809
0.167332,-2.273866,0.853144
0.167859,-2.282454,0.877854
0.170665,-2.277559,0.886799
0.157125,-0.351885,0.292755
0.155617,-0.352616,0.292459
0.154379,-0.352788,0.299334
0.15369,-0.352434,0.292083
-0.497954,0.125418,0.700522
-0.498534,0.131815,0.701136
-0.498249,0.128613,0.700834
-0.494746,0.524235,0.664941
-0.495151,0.515357,0.665382
-0.495233,0.5201,0.665452
-0.495337,0.52962,0.665531
-0.495594,0.524371,0.64643
-0.495486,0.519897,0.655859
0.094947,-0.377395,0.214697
0.094885,-0.377395,0.213692
0.093504,-0.377765,0.215492
0.093234,-0.377765,0.211593
0.103065,-0.352291,0.30717
0.100803,-0.352456,0.304818
0.101644,-0.352848,0.306583
0.008701,0.122789,0.172495
0.008386,0.123667,0.172075
0.008526,0.1216,0.172028
0.680499,0.079283,-0.234372
0.68022,0.082848,-0.234155
0.679624,0.089972,-0.233693
0.679307,0.093532,-0.233448
0.679423,0.071973,-0.233588
-0.069184,1.232725,0.34318
-0.069217,1.227331,0.336593
-0.069738,1.229522,0.354267
-0.069927,1.220205,0.347139
0.028242,0.170852,0.160936
0.02688,0.171282,0.161546
0.027561,0.171069,0.161241
0.027379,1.209728,0.263297
0.026878,1.207729,0.263581
0.032145,1.207606,0.263413
0.022106,1.209828,0.263521
0.021611,1.207829,0.263749
0.243497,0.774935,0.467352
0.241466,0.778262,0.46576
0.241287,0.787084,0.465641
0.242008,0.763055,0.461445
-0.150112,-0.405308,0.284131
-0.155362,-0.404843,0.281295
-0.153928,-0.405545,0.280262
1.784365,0.502196,2.245022
1.745953,0.485414,2.244835
1.664457,0.475945,2.24529
0.120286,1.275856,1.434466
0.126015,1.274987,1.47656
0.111182,1.276199,1.468149
-0.075404,1.168282,0.443325
-0.077019,1.168299,0.437271
-0.075441,1.167278,0.426639
-0.082935,1.167301,0.440435
-0.080425,1.166159,0.413444
-0.169921,-0.40433,0.404433
-0.173666,-0.404098,0.404026
-0.175601,-0.404098,0.402181
-0.173767,-0.40433,0.400814
-0.519624,-1.964692,0.349256
-0.519926,-1.994054,0.342264
-0.521104,-2.004682,0.349433
-0.520868,-2.033115,0.342337
-0.527213,-1.986886,0.343453
-0.503254,0.47314,0.248587
-0.502642,0.476705,0.248492
-0.502318,0.468214,0.249848
-0.503533,0.478772,0.265842
-0.503352,0.482349,0.260382
-0.503659,0.478083,0.255291
-0.503877,0.466702,0.265928
-0.503954,0.458247,0.260532
-0.503427,0.469579,0.255272
0.292938,-0.463671,0.229608
0.295177,-0.467061,0.223328
0.297196,-0.465781,0.22307
0.290634,-0.461128,0.242719
0.290039,-0.463233,0.217917
0.290541,-0.464083,0.223932
0.291525,-0.466632,0.238824
-0.246909,-0.410546,0.347356
-0.248204,-0.410546,0.344813
-0.251919,-0.411,0.3438
-0.268136,-0.410559,0.339367
-0.258676,-0.411437,0.348463
-0.03056,-0.098294,0.183219
-0.030598,-0.098192,0.182979
-0.03102,-0.098088,0.183053
-0.030861,-0.099059,0.182767
3.191003,-0.124194,-0.217664
2.990917,-0.116565,-0.219543
3.190433,-0.138246,-0.217607
2.990383,-0.129753,-0.219483
2.75809,-0.119887,-0.218561
2.7418,-0.131314,-0.215744
-0.241398,-0.410738,0.533811
-0.246403,-0.410454,0.533926
-0.236109,-0.410278,0.533011
-0.245076,-0.41146,0.531823
-0.252205,-0.41015,0.53336
-0.261575,-0.411963,0.53248
0.903031,-1.12975,0.456639
0.838683,-1.071828,0.451907
0.844853,-1.074831,0.404894
-0.268826,1.155082,0.581385
-0.269579,1.155159,0.573643
-0.271036,1.151253,0.585078
0.602944,-0.407212,0.281439
0.613977,-0.406881,0.28181
0.616095,-0.407433,0.267352
0.616263,-0.407984,0.275361
0.574476,-0.407045,0.286512
0.570255,-0.407817,0.286325
0.587037,-0.408259,0.287063
0.575956,-0.407621,0.280533
-0.2395,-2.151724,0.018997
-0.237528,-2.159642,0.014933
-0.23973,-2.161229,0.002646
-0.240742,-2.14936,0.006396
-0.243869,-2.158262,0.007968
-0.504033,-1.843214,0.595201
-0.505375,-1.875324,0.596417
-0.504888,-1.885646,0.587518
-0.367458,1.274732,1.015064
-0.362267,1.273934,1.053025
-0.3733,1.273607,1.029609
-0.370377,1.274192,1.022331
-0.382971,1.274835,1.053672
-0.379812,1.274748,1.045811
-0.379058,1.275014,1.018896
0.032151,-0.179933,0.085638
0.031747,-0.180506,0.086312
0.030528,-0.182204,0.088349
-0.314364,-0.408666,0.44985
-0.313652,-0.408549,0.441104
-0.303792,-0.409064,0.460659
-0.314556,-0.409295,0.458154
-0.311835,-0.40928,0.444822
-0.316531,-0.409064,0.443639
-0.318885,-0.408573,0.451155
-0.316882,-0.409295,0.45505
-0.326528,-0.409016,0.447028
-0.328865,-0.409016,0.44363
0.634035,0.662844,-0.239498
0.633715,0.650876,-0.239269
0.621676,0.660399,-0.239917
0.620567,0.641916,-0.239045
-0.500643,0.469263,0.513286
-0.500249,0.45485,0.498575
-0.500459,0.428692,0.513258
-0.500397,0.440468,0.513186
-0.500869,0.473683,0.513432
-0.501556,0.454833,0.506645
-0.500841,0.462349,0.506144
-0.50085,0.421274,0.513546
-0.500897,0.433009,0.51355
0.024194,0.230504,0.058984
0.024598,0.229816,0.058064
0.022284,0.229245,0.05522
0.019412,0.23133,0.057789
0.021126,0.23133,0.058004
0.019999,0.231463,0.056328
0.020377,0.230766,0.055393
0.020753,0.230064,0.05446
3.580171,0.896504,0.036708
3.581311,0.897475,-0.010803
3.55786,0.907446,0.038145
3.563847,0.909668,-0.009439
0.067238,1.281604,1.292629
0.056098,1.285437,1.296483
0.056747,1.282253,1.303342
0.005748,1.168608,0.330506
0.004589,1.168608,0.330561
0.003245,1.16915,0.335383
-0.269062,1.194017,-0.110428
-0.283663,1.21568,-0.115992
-0.280447,1.21662,-0.119119
0.248908,0.58729,0.162384
0.251268,0.586185,0.161392
0.245583,0.587462,0.160971
0.521934,0.73994,0.021407
0.510795,0.739944,0.020351
0.504695,0.737481,0.023307
0.372501,1.286294,1.212083
0.375442,1.28397,1.219003
0.354398,1.28397,1.226661
-0.026428,-0.152905,0.141127
-0.026561,-0.153218,0.141782
-0.026144,-0.156266,0.143345
-0.027365,-0.156565,0.142152
0.139464,-0.345697,0.338618
0.141591,-0.349919,0.333482
0.141356,-0.348254,0.335431
0.136779,-0.347241,0.337226
0.138123,-0.346472,0.337923
0.135433,-0.348003,0.336528
-0.498167,0.141208,0.67952
-0.498418,0.144366,0.679773
-0.498585,0.138255,0.679965
-0.039716,-0.457165,0.190437
-0.039526,-0.456907,0.186454
-0.039621,-0.45704,0.188445
-0.040112,-0.454286,0.193019
0.011703,0.210489,0.080868
0.010716,0.20848,0.079557
0.010176,0.208221,0.080901
0.009709,0.206464,0.078275
0.522735,-0.406973,0.345483
0.509136,-0.40613,0.355762
0.506773,-0.406573,0.34844
0.512416,-0.407353,0.349403
0.005244,-0.14407,0.169353
0.005221,-0.144196,0.169711
0.004734,-0.14407,0.169303
-1.413631,-0.703292,2.232968
-1.45917,-0.700947,2.240907
-1.457389,-0.711815,2.238391
-0.079292,-2.180662,0.409533
-0.081295,-2.17976,0.418833
-0.081408,-2.188628,0.40942
-0.086707,1.163534,0.135203
-0.087835,1.163031,0.129637
-0.088427,1.162539,0.13713
-0.088787,1.163031,0.130572
-0.509207,0.101131,0.482035
-0.508828,0.103622,0.481798
-0.508943,0.090834,0.481897
-0.509793,0.10841,0.475698
-0.509274,0.088342,0.482106
-0.417946,-0.416165,0.491527
-0.421156,-0.414685,0.507567
-0.423247,-0.414357,0.495626
-0.421203,-0.41591,0.494048
-0.321475,0.767039,2.242077
-0.321348,0.736454,2.241605
-0.321176,0.686229,2.241084
-0.365573,0.709277,2.242732
-0.343488,0.717576,2.241527
-0.004506,-0.14774,0.171094
-0.00385,-0.148609,0.170599
-0.005653,-0.150578,0.170582
-0.018656,0.152808,0.142667
-0.018444,0.152512,0.142036
-0.019083,0.15339,0.143934
-0.018869,0.1531,0.1433
0.049733,0.114746,0.153907
0.049463,0.114203,0.154806
0.048999,0.114507,0.15499
0.424388,-0.673875,1.106521
0.415379,-0.674441,1.111687
0.415545,-0.681001,1.111979
-0.202423,1.222018,0.107244
-0.202974,1.218086,0.109738
-0.203545,1.218068,0.099797
-0.35799,-0.405968,0.331041
-0.362563,-0.405444,0.333028
-0.363702,-0.405444,0.329307
-0.365514,-0.406356,0.330027
1.954419,-0.147868,-0.249411
1.953772,-0.156635,-0.249259
1.953088,-0.165399,-0.249098
-0.01974,0.077926,0.180554
-0.020075,0.077868,0.18061
-0.020347,0.077749,0.180514
-0.353101,-0.414349,0.593644
-0.355361,-0.409861,0.596442
-0.354234,-0.412109,0.595047
0.327941,-0.381182,0.608344
0.326149,-0.386197,0.606528
0.326768,-0.383389,0.607158
0.306998,-0.381664,0.608794
-0.505366,0.317679,0.315458
-0.505482,0.301341,0.304529
-0.505667,0.280787,0.304619
-0.505914,0.298605,0.304645
-0.506591,0.311117,0.304791
-0.506592,0.287681,0.310335
-0.50074,-0.037159,0.579295
-0.500979,-0.031792,0.579478
-0.500864,-0.034476,0.57939
0.108244,-0.354932,0.38744
0.106814,-0.354901,0.386001
0.105407,-0.35578,0.38745
0.573641,-0.670205,1.48903
0.553032,-0.669269,1.479257
0.560852,-0.670639,1.495718
0.003549,0.194728,0.081833
0.003586,0.193926,0.085834
0.003083,0.194469,0.083161
0.00262,0.194202,0.084485
-0.012138,-0.08886,0.179669
-0.011894,-0.08883,0.17953
-0.011878,-0.090801,0.179455
-0.012699,-0.089747,0.179589
0.024133,0.13921,0.151981
0.024013,0.136338,0.15055
0.023219,0.140387,0.151854
0.02353,0.136598,0.150898
-0.018795,0.129445,0.174168
-0.017494,0.129331,0.173339
-0.017151,0.129214,0.172891
-0.019298,0.127371,0.174288
-0.017955,0.128464,0.173944
-0.022632,0.129699,0.173732
-0.02135,0.129826,0.17348
-0.021942,0.12885,0.173893
-0.488337,0.864703,0.065925
-0.488356,0.841179,0.046794
-0.488822,0.837219,0.040423
-0.488755,0.829013,0.040436
0.246088,1.274776,0.599827
0.242206,1.274841,0.594961
0.237933,1.273833,0.604598
-0.52864,-0.500584,0.774105
-0.535207,-0.500036,0.766596
-0.531556,-0.501159,0.762447
-0.538639,-0.497845,0.758498
-0.544009,-0.49833,0.76448
1.001572,-0.403473,0.218689
1.041447,-0.404086,0.181422
1.056231,-0.404546,0.180287
1.006164,-0.405342,0.229119
1.033847,-0.406065,0.228234
1.005027,-0.404968,0.197501
0.992339,-0.404812,0.208634
0.953375,-0.403714,0.188179
0.947944,-0.406292,0.188591
0.947359,-0.405898,0.201158
-0.289434,-0.408548,0.223582
-0.299947,-0.409578,0.222939
-0.300544,-0.409146,0.222202
0.116864,-2.271333,0.336197
0.11538,-2.266345,0.337192
0.121785,-2.269338,0.330826
0.117204,-2.282987,0.322746
0.12605,-2.282305,0.327322
0.107019,-2.267023,0.33191
0.105737,-2.265027,0.332947
0.113137,-2.270016,0.326
0.108431,-2.272011,0.330987
0.101814,-2.280992,0.337846
-0.50991,-0.089934,0.442479
-0.510064,-0.09494,0.442571
-0.51059,-0.08509,0.442827
-0.510428,-0.092518,0.442758
-0.391674,-2.149081,0.074508
-0.391974,-2.152841,0.103743
-0.394959,-2.151044,0.082521
-0.400132,-2.147244,0.070468
-0.400693,-2.151044,0.100258
-0.403859,-2.151168,0.07849
0.389602,-0.187456,2.239661
0.411785,-0.18782,2.23932
0.36227,-0.196047,2.239846
0.362116,-0.204997,2.238985
1.269364,1.232164,2.154452
1.269411,1.219261,2.154475
1.267788,1.243667,2.152189
0.010431,-0.437596,0.263993
0.009204,-0.437674,0.26349
0.00876,-0.437674,0.263581
-0.306125,-0.416343,0.468645
